time_since_cooked_hours,storage_location,acidity_source,consistency,cumulative_time_in_danger_zone_hours,storage_container,observed_odor_score,dal_state
124,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
159,Refrigerator,None (plain dal),Watery (thin),1,Airtight,2,2
118,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
67,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
2,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
45,Refrigerator,None (plain dal),Medium,6,Airtight,0,1
148,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,1
155,Refrigerator,Tomatoes,Medium,4,Airtight,1,1
19,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
143,Refrigerator,Tomatoes,Medium,6,Covered (not airtight),0,1
88,Refrigerator,Tomatoes,Thick (low water),6,Airtight,0,1
162,Refrigerator,Tomatoes,Thick (low water),2,Open to air,1,1
130,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
64,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
145,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Covered (not airtight),0,1
104,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
166,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
80,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
30,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
105,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
123,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),1,1
2,Refrigerator,Tomatoes,Medium,2,Open to air,0,0
154,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,1
40,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,0
9,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
89,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
123,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,1
156,Refrigerator,Tomatoes,Medium,3,Airtight,0,1
8,Room Temperature,Tomatoes,Thick (low water),8,Airtight,1,1
128,Room Temperature,Tomatoes,Thick (low water),128,Airtight,4,3
122,Refrigerator,None (plain dal),Medium,3,Airtight,1,1
111,Room Temperature,Tomatoes,Thick (low water),111,Airtight,4,3
132,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
59,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
55,Refrigerator,None (plain dal),Watery (thin),4,Covered (not airtight),0,1
29,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
90,Refrigerator,None (plain dal),Medium,3,Covered (not airtight),1,1
141,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),2,2
135,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
135,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),1,1
129,Refrigerator,None (plain dal),Thick (low water),1,Open to air,0,1
104,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
149,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,6,Airtight,2,1
131,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Covered (not airtight),0,1
78,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
103,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
57,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
83,Refrigerator,None (plain dal),Watery (thin),2,Covered (not airtight),2,1
21,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Covered (not airtight),0,1
56,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Covered (not airtight),0,0
134,Refrigerator,None (plain dal),Medium,4,Airtight,2,2
128,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,128,Airtight,3,3
1,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
94,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,1
77,Room Temperature,Tomatoes,Thick (low water),77,Open to air,3,3
40,Refrigerator,Tomatoes,Watery (thin),1,Open to air,0,0
134,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
32,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
125,Refrigerator,None (plain dal),Medium,1,Airtight,2,1
131,Refrigerator,None (plain dal),Watery (thin),4,Covered (not airtight),2,2
30,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,0
165,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Covered (not airtight),1,1
120,Refrigerator,Tomatoes,Medium,6,Covered (not airtight),2,1
71,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
156,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),2,1
166,Refrigerator,None (plain dal),Watery (thin),2,Open to air,3,2
132,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,1
83,Refrigerator,Tomatoes,Thick (low water),1,Open to air,0,0
133,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
72,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
163,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
27,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
167,Refrigerator,None (plain dal),Watery (thin),4,Covered (not airtight),3,2
13,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
28,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
10,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),10,Airtight,0,1
79,Refrigerator,Tomatoes,Thick (low water),2,Open to air,0,0
6,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,0,0
74,Refrigerator,Tomatoes,Watery (thin),4,Airtight,0,1
124,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
167,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,1
130,Refrigerator,None (plain dal),Medium,3,Covered (not airtight),0,1
42,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
18,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),6,Airtight,0,1
5,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,0,0
114,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
158,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
84,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
124,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),1,1
99,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),99,Covered (not airtight),3,3
151,Refrigerator,Tomatoes,Medium,3,Airtight,0,1
56,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
149,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
126,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
100,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
26,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
50,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
74,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
28,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Covered (not airtight),0,0
49,Refrigerator,Tomatoes,Thick (low water),4,Airtight,1,1
49,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,0
11,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
14,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
167,Refrigerator,None (plain dal),Thick (low water),4,Covered (not airtight),2,1
59,Refrigerator,Tomatoes,Thick (low water),6,Airtight,1,1
124,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
108,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,1
134,Refrigerator,Tomatoes,Thick (low water),1,Open to air,0,0
7,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
133,Room Temperature,Tomatoes,Medium,133,Airtight,3,3
150,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
111,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
81,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
10,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
52,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
149,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
77,Refrigerator,None (plain dal),Thick (low water),4,Airtight,1,1
22,Room Temperature,None (plain dal),Medium,22,Covered (not airtight),4,3
60,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
103,Room Temperature,None (plain dal),Medium,103,Airtight,3,3
163,Room Temperature,Tomatoes,Watery (thin),163,Covered (not airtight),3,3
71,Room Temperature,Tomatoes,Thick (low water),71,Open to air,4,3
124,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
91,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
148,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
55,Room Temperature,None (plain dal),Thick (low water),55,Airtight,4,3
41,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
133,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Open to air,0,0
152,Refrigerator,None (plain dal),Watery (thin),3,Airtight,2,2
24,Room Temperature,Tomatoes,Thick (low water),24,Airtight,0,1
45,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
73,Refrigerator,None (plain dal),Watery (thin),3,Airtight,1,1
6,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
111,Refrigerator,None (plain dal),Medium,1,Airtight,2,1
79,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,0,0
5,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
113,Room Temperature,None (plain dal),Medium,113,Airtight,4,3
97,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,1
167,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
97,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),1,1
105,Refrigerator,Tomatoes,Medium,2,Open to air,0,1
165,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,2,1
94,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),1,1
129,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
18,Refrigerator,None (plain dal),Thick (low water),4,Covered (not airtight),1,1
97,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,1
113,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,1
36,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
83,Refrigerator,None (plain dal),Watery (thin),3,Covered (not airtight),0,1
147,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,0,1
161,Room Temperature,Tomatoes,Watery (thin),161,Covered (not airtight),4,3
25,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
102,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),102,Airtight,4,3
38,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
118,Room Temperature,Tomatoes,Medium,118,Airtight,4,3
134,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,1
81,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
136,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
79,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
1,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
20,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
69,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
90,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,0
28,Refrigerator,None (plain dal),Medium,2,Open to air,0,0
118,Refrigerator,Tomatoes,Watery (thin),6,Covered (not airtight),3,2
76,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),1,1
73,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
86,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),86,Open to air,4,3
119,Room Temperature,Tomatoes,Medium,119,Airtight,3,3
65,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
111,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Open to air,0,0
6,Refrigerator,Tomatoes,Medium,4,Airtight,0,1
149,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,1
161,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,2,1
25,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
132,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
51,Room Temperature,Tomatoes,Medium,51,Covered (not airtight),4,3
90,Room Temperature,Tomatoes,Medium,90,Airtight,4,3
103,Room Temperature,Tomatoes,Medium,103,Airtight,3,3
146,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Open to air,0,1
111,Room Temperature,Tomatoes,Medium,111,Airtight,3,3
46,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
124,Refrigerator,None (plain dal),Thick (low water),3,Covered (not airtight),2,1
130,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Open to air,0,0
101,Room Temperature,Tomatoes,Watery (thin),101,Airtight,4,3
98,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
8,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
103,Refrigerator,Tomatoes,Thick (low water),3,Airtight,1,1
162,Refrigerator,Tomatoes,Watery (thin),3,Airtight,1,1
82,Refrigerator,None (plain dal),Watery (thin),3,Airtight,0,1
104,Room Temperature,Tomatoes,Medium,104,Covered (not airtight),3,3
146,Refrigerator,Tomatoes,Medium,2,Open to air,0,1
82,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
72,Refrigerator,Tomatoes,Thick (low water),4,Covered (not airtight),1,1
38,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,0
64,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
87,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
118,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
19,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
70,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Covered (not airtight),0,1
21,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
46,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,1
144,Refrigerator,None (plain dal),Thick (low water),4,Covered (not airtight),0,1
6,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
75,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
51,Refrigerator,None (plain dal),Thick (low water),4,Covered (not airtight),0,1
121,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,1
102,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
38,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,0
64,Room Temperature,Tomatoes,Medium,64,Covered (not airtight),3,3
70,Refrigerator,Tomatoes,Watery (thin),4,Airtight,2,1
134,Refrigerator,None (plain dal),Watery (thin),1,Airtight,1,1
165,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),1,1
80,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,1
19,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
162,Room Temperature,None (plain dal),Watery (thin),162,Airtight,4,3
50,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,0
12,Room Temperature,Tomatoes,Medium,12,Airtight,1,1
17,Refrigerator,None (plain dal),Watery (thin),2,Airtight,0,0
51,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
35,Room Temperature,None (plain dal),Medium,35,Airtight,4,3
156,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,1
27,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,0
131,Refrigerator,None (plain dal),Watery (thin),6,Airtight,3,3
23,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,0
21,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,0
32,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),32,Airtight,4,3
97,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
71,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),1,1
6,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
100,Refrigerator,None (plain dal),Thick (low water),3,Covered (not airtight),0,1
24,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,0
70,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
153,Refrigerator,Tomatoes,Medium,2,Airtight,2,1
102,Refrigerator,None (plain dal),Watery (thin),2,Airtight,1,1
148,Refrigerator,Tomatoes,Watery (thin),2,Airtight,1,1
4,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
15,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,6,Covered (not airtight),0,1
151,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),151,Airtight,4,3
129,Refrigerator,None (plain dal),Thick (low water),4,Open to air,0,1
101,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Covered (not airtight),0,0
50,Room Temperature,None (plain dal),Thick (low water),50,Covered (not airtight),3,3
106,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
165,Refrigerator,Tomatoes,Thick (low water),6,Airtight,1,1
141,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
147,Refrigerator,None (plain dal),Medium,4,Airtight,2,2
25,Room Temperature,Tomatoes,Medium,25,Airtight,3,3
124,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
120,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
151,Refrigerator,Tomatoes,Watery (thin),1,Open to air,0,1
8,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
88,Refrigerator,Tomatoes,Thick (low water),2,Open to air,0,0
112,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
124,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,124,Airtight,4,3
106,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
121,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Open to air,0,0
61,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
31,Refrigerator,None (plain dal),Watery (thin),3,Airtight,1,1
85,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),1,1
109,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,109,Airtight,3,3
152,Refrigerator,None (plain dal),Medium,4,Airtight,2,2
137,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
30,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),6,Airtight,0,1
94,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Open to air,0,0
53,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Airtight,0,1
18,Refrigerator,None (plain dal),Watery (thin),2,Airtight,0,0
101,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),6,Airtight,1,1
134,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),0,1
74,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
70,Room Temperature,None (plain dal),Medium,70,Covered (not airtight),3,3
78,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,0
27,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
28,Refrigerator,None (plain dal),Medium,4,Airtight,0,1
89,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
18,Refrigerator,Tomatoes,Thick (low water),4,Covered (not airtight),1,1
54,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
105,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,6,Airtight,0,1
73,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
159,Refrigerator,None (plain dal),Medium,1,Airtight,1,1
12,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
33,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,0
122,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
65,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
127,Refrigerator,Tomatoes,Watery (thin),4,Covered (not airtight),0,1
150,Refrigerator,Tomatoes,Watery (thin),6,Airtight,2,2
85,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
164,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),1,1
46,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,1
145,Room Temperature,None (plain dal),Medium,145,Covered (not airtight),4,3
57,Room Temperature,Tomatoes,Thick (low water),57,Airtight,3,3
66,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
87,Refrigerator,Tomatoes,Watery (thin),3,Covered (not airtight),1,1
113,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
87,Refrigerator,Tomatoes,Thick (low water),4,Airtight,2,1
103,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),1,1
36,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
67,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
87,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
86,Refrigerator,None (plain dal),Thick (low water),4,Open to air,0,1
