time_since_cooking_hr,storage_location,storage_container,fat_content,ambient_season,observed_texture,observed_appearance,roti_state
31,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
5,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
37,Room Temperature,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
3,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
23,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
78,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
7,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
11,Room Temperature,Open Plate,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
93,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
46,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
12,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
34,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
22,Room Temperature,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
64,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
2,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
28,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
34,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
47,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
7,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
43,Refrigerator,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
25,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
47,Refrigerator,Open Plate,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
13,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
2,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
1,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
37,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
14,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
47,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
43,Refrigerator,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
91,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
39,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
75,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
92,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
86,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
23,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
14,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
63,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
28,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
7,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
11,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
21,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
6,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
10,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
6,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
8,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
4,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
9,Room Temperature,Aluminum Foil,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
37,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
40,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
4,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
82,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
6,Room Temperature,Airtight Container,None (plain),Summer (Hot),Soft & Pliable,Normal,0
55,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
41,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
23,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
4,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
5,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
40,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
26,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
22,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
50,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
62,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
31,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
31,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
30,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
47,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
70,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
50,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
19,Refrigerator,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
5,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
1,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
14,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
31,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
3,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
74,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
60,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
26,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
38,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
31,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
46,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
81,Freezer,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
11,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
28,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
23,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
43,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
8,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
39,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
69,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
95,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
8,Room Temperature,Open Plate,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
42,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
19,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
22,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
19,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
89,Freezer,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
15,Freezer,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
24,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
34,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
84,Refrigerator,Open Plate,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
43,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
6,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
61,Freezer,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
41,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
2,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
83,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
56,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
25,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
44,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
11,Room Temperature,Cloth Wrap,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
17,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
82,Freezer,Open Plate,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
66,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Soft & Pliable,Normal,0
60,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
68,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
15,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
84,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
17,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
9,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
38,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
58,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
23,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
91,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
92,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
78,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
36,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
69,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
28,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
10,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
38,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
9,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
40,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
40,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
91,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
69,Refrigerator,Cloth Wrap,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
15,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
46,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
4,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
42,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
36,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
31,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
83,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
90,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
28,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
76,Freezer,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
21,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
15,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
9,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
31,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
50,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
83,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
21,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
28,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
27,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
40,Freezer,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
49,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
54,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
38,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
9,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
86,Refrigerator,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
37,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
35,Room Temperature,Airtight Container,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
79,Refrigerator,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
48,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
79,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
7,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
64,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
3,Room Temperature,Aluminum Foil,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
55,Freezer,Open Plate,None (plain),Summer (Hot),Soft & Pliable,Normal,0
11,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
56,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
39,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
75,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
19,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
43,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
30,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
28,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
10,Freezer,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
78,Freezer,Aluminum Foil,None (plain),Summer (Hot),Soft & Pliable,Normal,0
32,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
90,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
42,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
17,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
9,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
34,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
29,Freezer,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
40,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
74,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
